product_name,ingredient,interaction_count,top_interaction_types
NETFEN 200 MG SR 16 KPS,flurbiprofen,396,"risk or severity of adverse effects, metabolism, therapeutic efficacy"
"NETILCIN %0.3 GOZ DAMLASI, COZELTI",netilmicin,185,"excretion rate of higher serum level, serum concentration, nephrotoxic activities"
"NETILGUT % 0.3 GOZ DAMLASI, COZELTI (5 ML)",netilmicin,185,"excretion rate of higher serum level, serum concentration, nephrotoxic activities"
"NETIRA %0,3 GOZ DAMLASI, COZELTI (5 ML)",netilmicin,185,"excretion rate of higher serum level, serum concentration, nephrotoxic activities"
"NETIRA TEK DOZ %0,3 GOZ DAMLASI, COZELTI",netilmicin,185,"excretion rate of higher serum level, serum concentration, nephrotoxic activities"
NETROLEX 100 MG/ML ORAL COZ 150 ML,levetiracetam,380,"risk or severity of adverse effects, therapeutic efficacy, risk or severity of hypotension"
NETROLEX 100 MG/ML ORAL COZ. 300 ML,levetiracetam,380,"risk or severity of adverse effects, therapeutic efficacy, risk or severity of hypotension"
NETROLEX 1000 MG 50 FTB,levetiracetam,380,"risk or severity of adverse effects, therapeutic efficacy, risk or severity of hypotension"
NETROLEX 250 MG 50 FTB,levetiracetam,380,"risk or severity of adverse effects, therapeutic efficacy, risk or severity of hypotension"
NETROLEX 500 MG 50 FTB,levetiracetam,380,"risk or severity of adverse effects, therapeutic efficacy, risk or severity of hypotension"
NETROLEX XR 1000 MG 50 TB,levetiracetam,380,"risk or severity of adverse effects, therapeutic efficacy, risk or severity of hypotension"
NETROLEX XR 500 MG 50 TB,levetiracetam,380,"risk or severity of adverse effects, therapeutic efficacy, risk or severity of hypotension"
NETROLEX XR 750 MG 50 TAB,levetiracetam,380,"risk or severity of adverse effects, therapeutic efficacy, risk or severity of hypotension"
"NEURONTIN 100 MG KAPSUL, 20 ADET",gabapentin,389,"risk or severity of adverse effects, therapeutic efficacy, risk or severity of hypotension"
NEURONTIN 300 MG 50 KAP,gabapentin,389,"risk or severity of adverse effects, therapeutic efficacy, risk or severity of hypotension"
NEURONTIN 400 MG 50 KAP,gabapentin,389,"risk or severity of adverse effects, therapeutic efficacy, risk or severity of hypotension"
NEURONTIN 600 MG 50 FTB,gabapentin,389,"risk or severity of adverse effects, therapeutic efficacy, risk or severity of hypotension"
NEURONTIN 800 MG 50 FTB,gabapentin,389,"risk or severity of adverse effects, therapeutic efficacy, risk or severity of hypotension"
"NEUTAXAN 60 MG/1,5 ML INF ICIN KONS COZ ICEREN 1 FLK",cabazitaxel,327,"risk or severity of adverse effects, serum concentration, metabolism"
NEVAKSON IM 1 GR 1 FLK,ceftriaxone,28,"nephrotoxic activities, risk or severity of adverse effects, anticoagulant activities"
NEVAKSON IM 500 MG 1 FLK,ceftriaxone,28,"nephrotoxic activities, risk or severity of adverse effects, anticoagulant activities"
NEVAKSON IV 1 GR 1 FLK,ceftriaxone,28,"nephrotoxic activities, risk or severity of adverse effects, anticoagulant activities"
NEVIMOL 10 MG 28 TABLET,nebivolol,523,"hypotensive activities, antihypertensive activities, serum concentration"
NEVIMOL 5 MG 28 TABLET,nebivolol,523,"hypotensive activities, antihypertensive activities, serum concentration"
NEVOFAM 20 MG 60 TABLET,famotidine,144,"QTc-prolonging activities, metabolism, serum concentration"
NEVOFAM 40 MG 30 TB,famotidine,144,"QTc-prolonging activities, metabolism, serum concentration"
"NEVOTEK 500 MG FILM KAPLI TABLET, 7 ADET",levofloxacin,411,"QTc-prolonging activities, neuroexcitatory activities, risk or severity of adverse effects"
"NEWAGRA 100 MG FİLM KAPLI TABLET, 4 ADET",sildenafil,763,"metabolism, serum concentration, antihypertensive activities"
"NEWAGRA 50 MG FİLM KAPLI TABLET, 4 ADET",sildenafil,763,"metabolism, serum concentration, antihypertensive activities"
NEXAVAR 200 MG 112 FTB,sorafenib,411,"metabolism, serum concentration, QTc-prolonging activities"
NEXETIN 20 MG 28 KAP,duloxetine,740,"risk or severity of adverse effects, metabolism, orthostatic hypotensive activities"
NEXETIN 40 MG 28 KAP,duloxetine,740,"risk or severity of adverse effects, metabolism, orthostatic hypotensive activities"
NEXIUM 20 MG 28 ENTERIK KAPLI PELLET TB,esomeprazole,277,"metabolism, serum concentration, therapeutic efficacy"
NEXIUM 40 MG 28 ENTERIK KAPLI PELLET TB,esomeprazole,277,"metabolism, serum concentration, therapeutic efficacy"
NEXIVOL 10 MG 28 TB,nebivolol,523,"hypotensive activities, antihypertensive activities, serum concentration"
NEXIVOL 5 MG 28 TB,nebivolol,523,"hypotensive activities, antihypertensive activities, serum concentration"
"NEXPLANON 68 MG IMPLANT, 1 ADET",etonogestrel,169,"therapeutic efficacy, serum concentration, metabolism"
NEXSTEP 40 MG 28 ENTERIK KAPLI TB,esomeprazole,277,"metabolism, serum concentration, therapeutic efficacy"
NIBTU 100 MG FILM KAPLI TABLET (120 TABLET),imatinib,622,"metabolism, serum concentration, risk or severity of adverse effects"
NIBTU 400 MG FILM KAPLI TABLET (30 TABLET),imatinib,622,"metabolism, serum concentration, risk or severity of adverse effects"
NIBULEN %1 20 GR KREM,ciclopirox,69,"therapeutic efficacy, serum concentration, metabolism"
NIBULEN %1 20 ML DERMAL SOL,ciclopirox,69,"therapeutic efficacy, serum concentration, metabolism"
NIBULEN %8 TIRNAK CILASI SETI,ciclopirox,69,"therapeutic efficacy, serum concentration, metabolism"
"NICORETTE FRESHFRUIT 2 MG MEYVELI SAKIZ, 105 ADET",nicotine,306,"metabolism, risk or severity of adverse effects, serum concentration"
"NICORETTE FRESHFRUIT 2 MG MEYVELI SAKIZ, 30 ADET",nicotine,306,"metabolism, risk or severity of adverse effects, serum concentration"
"NICORETTE FRESHFRUIT 4 MG MEYVELI SAKIZ, 30 ADET",nicotine,306,"metabolism, risk or severity of adverse effects, serum concentration"
"NICORETTE FRESHMINT 2 MG NANELI SAKIZ, 105 ADET",nicotine,306,"metabolism, risk or severity of adverse effects, serum concentration"
"NICORETTE FRESHMINT 2 MG NANELI SAKIZ, 30 ADET",nicotine,306,"metabolism, risk or severity of adverse effects, serum concentration"
"NICORETTE FRESHMINT 4 MG NANELI SAKIZ, 30 ADET",nicotine,306,"metabolism, risk or severity of adverse effects, serum concentration"
"NICORETTE INVISI 10 MG/16 SAAT TRANSDERMAL FLASTER, 7 ADET",nicotine,306,"metabolism, risk or severity of adverse effects, serum concentration"
"NICORETTE INVISI 15 MG/16 SAAT TRANSDERMAL FLASTER, 7 ADET",nicotine,306,"metabolism, risk or severity of adverse effects, serum concentration"
"NICORETTE INVISI 25 MG/16 SAAT TRANSDERMAL FLASTER, 7 ADET",nicotine,306,"metabolism, risk or severity of adverse effects, serum concentration"
NIDAZOL 200 MG/5 ML 100 ML SUSP,metronidazole,211,"metabolism, QTc-prolonging activities, serum concentration"
NIDAZOL 250 MG 20 FTB,metronidazole,211,"metabolism, QTc-prolonging activities, serum concentration"
NIDAZOL 50 MG/5 ML 100 ML SUSP,metronidazole,211,"metabolism, QTc-prolonging activities, serum concentration"
NIDAZOL 500 MG 20 FTB,metronidazole,211,"metabolism, QTc-prolonging activities, serum concentration"
NIDICARD 10 MG 30 YUM JELATIN KAP,nifedipine,438,"risk or severity of adverse effects, metabolism, serum concentration"
NIMEJEL %3 JEL (30 GR),nimesulide,494,"risk or severity of adverse effects, therapeutic efficacy, risk or severity of hypotension"
NIMEKSIL JEL % 1 30 GR JEL,nimesulide,494,"risk or severity of adverse effects, therapeutic efficacy, risk or severity of hypotension"
NIMELID %1 30 GR JEL,nimesulide,494,"risk or severity of adverse effects, therapeutic efficacy, risk or severity of hypotension"
NIMELID 100 MG 15 TB,nimesulide,494,"risk or severity of adverse effects, therapeutic efficacy, risk or severity of hypotension"
NIMES %1 30 GR TOPIKAL JEL,nimesulide,494,"risk or severity of adverse effects, therapeutic efficacy, risk or severity of hypotension"
NIMES 100 MG 15 TB,nimesulide,494,"risk or severity of adverse effects, therapeutic efficacy, risk or severity of hypotension"
"NIMIDO PLUS %1 + %5 DERIYE UYGULANACAK SPREY, COZELTI",nimesulide,494,"risk or severity of adverse effects, therapeutic efficacy, risk or severity of hypotension"
NIMOKAIN %1+%5 JEL 50 G,nimesulide,494,"risk or severity of adverse effects, therapeutic efficacy, risk or severity of hypotension"
NIMOTOP 10 MG/50 ML 1 FLK,nimodipine,399,"hypotensive activities, serum concentration, risk or severity of adverse effects"
NIMOTOP 30 MG 30 FTB,nimodipine,399,"hypotensive activities, serum concentration, risk or severity of adverse effects"
NINAX 25 MG/10 ML IV INFUZYON ICIN KONSANTRE COZELTI ICEREN 1 AMPUL,nicardipine,796,"metabolism, hypotensive activities, serum concentration"
"NINLARO 2,3 MG 3 KAPSUL",ixazomib,227,"metabolism, serum concentration, risk or severity of adverse effects"
NINLARO 3 MG 3 KAPSUL,ixazomib,227,"metabolism, serum concentration, risk or severity of adverse effects"
NINLARO 4 MG 3 KAPSUL,ixazomib,227,"metabolism, serum concentration, risk or severity of adverse effects"
NIOSTA 100000 U/ML ORAL SUSPANSIYON 48 ML,nystatin,78,"therapeutic efficacy, serum concentration, risk or severity of rhabdomyolysis"
NIPIDOL 10 MG 20 TB,amlodipine,435,"hypotensive activities, risk or severity of adverse effects, metabolism"
NIPIDOL 10 MG 30 TB,amlodipine,435,"hypotensive activities, risk or severity of adverse effects, metabolism"
NIPIDOL 5 MG 20 TB,amlodipine,435,"hypotensive activities, risk or severity of adverse effects, metabolism"
NIPIDOL 5 MG 30 TB,amlodipine,435,"hypotensive activities, risk or severity of adverse effects, metabolism"
NITINAB 200 MG SERT KAPSUL (112 KAPSUL),nilotinib,741,"metabolism, serum concentration, QTc-prolonging activities"
"NOBİCİA 5 MG FİLM KAPLI TABLET, 28 ADET",tadalafil,285,"antihypertensive activities, serum concentration, hypotensive activities"
NOKREV 50 MG FILM KAPLI TABLET,naltrexone,48,"therapeutic efficacy, serum concentration, risk or severity of adverse effects"
NOOTROPIL 1 GR/5 ML 5 ML 12 AMP,piracetam,4,risk or severity of adverse effects
NOOTROPIL 200 MG/ML 200 ML SURUP,piracetam,4,risk or severity of adverse effects
NOOTROPIL 800 MG 30 FTB,piracetam,4,risk or severity of adverse effects
NORLOPIN 10 MG 30 TB,amlodipine,435,"hypotensive activities, risk or severity of adverse effects, metabolism"
NORLOPIN 5 MG 20 TB,amlodipine,435,"hypotensive activities, risk or severity of adverse effects, metabolism"
NORMOPRES 10 MG 30 TB,amlodipine,435,"hypotensive activities, risk or severity of adverse effects, metabolism"
NORMOPRES 5 MG 30 TB,amlodipine,435,"hypotensive activities, risk or severity of adverse effects, metabolism"
NORODOL 10 MG 30 TB,haloperidol,712,"risk or severity of adverse effects, metabolism, QTc-prolonging activities"
NORODOL 2 MG/ML 20 ML DAMLA,haloperidol,712,"risk or severity of adverse effects, metabolism, QTc-prolonging activities"
NORODOL 20 MG 20 TB,haloperidol,712,"risk or severity of adverse effects, metabolism, QTc-prolonging activities"
NORODOL 5 MG 50 TB,haloperidol,712,"risk or severity of adverse effects, metabolism, QTc-prolonging activities"
NORODOL 5 MG/ML 1 ML 5 AMP,haloperidol,712,"risk or severity of adverse effects, metabolism, QTc-prolonging activities"
NORODOL 5 MG/ML 2 ML 5 AMP,haloperidol,712,"risk or severity of adverse effects, metabolism, QTc-prolonging activities"
NORODOL DEKANOAT 150 MG/3 ML IM ENJ. ICIN COZELTI 3 ML 1 AMP,haloperidol,712,"risk or severity of adverse effects, metabolism, QTc-prolonging activities"
NORODOL DEKANOAT 50 MG/ML IM ENJ. ICIN COZELTI 1 ML 1 AMP,haloperidol,712,"risk or severity of adverse effects, metabolism, QTc-prolonging activities"
"NORSOL %1 FORTE GOZ KULAK DAMLASI, COZELTI (5 ML)",prednisolone,365,"risk or severity of adverse effects, serum concentration, therapeutic efficacy"
NORVASC 10 MG 30 TB,amlodipine,435,"hypotensive activities, risk or severity of adverse effects, metabolism"
NORVASC 10 MG 90 TAB,amlodipine,435,"hypotensive activities, risk or severity of adverse effects, metabolism"
NORVASC 5 MG 30 TB,amlodipine,435,"hypotensive activities, risk or severity of adverse effects, metabolism"
NORVASC 5 MG 90 TAB,amlodipine,435,"hypotensive activities, risk or severity of adverse effects, metabolism"
NORVIR 100 MG 30 FTB,ritonavir,450,"metabolism, serum concentration, QTc-prolonging activities"
NOTTA 10 MG FILM KAPLI TABLET (28 TABLET),montelukast,121,"metabolism, serum concentration, therapeutic efficacy"
NOTTA 4 MG 28 CIGNEME TB,montelukast,121,"metabolism, serum concentration, therapeutic efficacy"
NOTTA 5 MG 28 CIGNEME TB,montelukast,121,"metabolism, serum concentration, therapeutic efficacy"
NOVAVIR 75 MG SERT KAPSUL (10 ADET),oseltamivir,1,serum concentration of active metabolites
NOVOSEF IM 1 GR 1 FLK,ceftriaxone,28,"nephrotoxic activities, risk or severity of adverse effects, anticoagulant activities"
NOVOSEF IM 500 MG 1 FLK,ceftriaxone,28,"nephrotoxic activities, risk or severity of adverse effects, anticoagulant activities"
NOVOSEF IV 1 GR 1 FLK,ceftriaxone,28,"nephrotoxic activities, risk or severity of adverse effects, anticoagulant activities"
NOVOSEF IV 500 MG 1 FLK,ceftriaxone,28,"nephrotoxic activities, risk or severity of adverse effects, anticoagulant activities"
NOXAFIL 100 MG 24 ENTERIK TABLET,posaconazole,678,"metabolism, serum concentration, therapeutic efficacy"
NOXAFIL 300 MG INFUZYON ICIN KONSANTRE COZELTI,posaconazole,678,"metabolism, serum concentration, therapeutic efficacy"
NOXAFIL 40 MG/ML 105 ML ORAL SUSPANSIYON,posaconazole,678,"metabolism, serum concentration, therapeutic efficacy"
"NTCAIN 100 MG/10 ML IM AMPUL, 50 ADET",procaine,533,"risk or severity of adverse effects, hypotensive activities, hypertensive activities"
NUVIGIL 150 MG 30 TABLET,armodafinil,170,"metabolism, serum concentration"
"NİCORETTE QUİCKMİST 1 MG/SPREY MEYVELİ ORAL MUKOZAYA UYGULANACAK SPREY, ÇÖZELTİ , 1 ADET",nicotine,306,"metabolism, risk or severity of adverse effects, serum concentration"
"NİCORETTE QUİCKMİST 1 MG/SPREY MEYVELİ ORAL MUKOZAYA UYGULANACAK SPREY, ÇÖZELTİ , 2 ADET",nicotine,306,"metabolism, risk or severity of adverse effects, serum concentration"
"NİCORETTE QUİCKMİST 1 MG/SPREY NANELİ ORAL MUKOZAYA UYGULANACAK SPREY, ÇÖZELTİ , 1 ADET",nicotine,306,"metabolism, risk or severity of adverse effects, serum concentration"
"NİCORETTE QUİCKMİST 1 MG/SPREY NANELİ ORAL MUKOZAYA UYGULANACAK SPREY, ÇÖZELTİ , 2 ADET",nicotine,306,"metabolism, risk or severity of adverse effects, serum concentration"
"OBRAMIS %0,3 GOZ DAMLASI 5 ML COZELTI",tobramycin,185,"excretion rate of higher serum level, serum concentration, nephrotoxic activities"
OCERAL %1 10 GR KREM,oxiconazole,114,"therapeutic efficacy, metabolism, serum concentration"
OCERAL %1 20 ML SOL,oxiconazole,114,"therapeutic efficacy, metabolism, serum concentration"
OCLADRA 2 MG/ML ENJEKSIYONLUK COZELTI ICEREN 1 FLK,cladribine,25,"serum concentration, risk or severity of adverse effects, cardiotoxic activities"
OCTOSTIM 15 MCG/ML 1 ML 1 AMP,desmopressin,143,"risk or severity of adverse effects, therapeutic efficacy"
ODOMZO 200 MG SERT KAPSUL (30 KAPSUL),sonidegib,93,"serum concentration, cardiotoxic activities, risk or severity of adverse effects"
OFERTA 10 MG 28 FTB,olanzapine,622,"risk or severity of adverse effects, antihypertensive activities, vasoconstricting activities"
OFERTA 5 MG 28 FTB,olanzapine,622,"risk or severity of adverse effects, antihypertensive activities, vasoconstricting activities"
"OFERTA 7,5 MG 28 FTB",olanzapine,622,"risk or severity of adverse effects, antihypertensive activities, vasoconstricting activities"
OFEV 100 MG 60 YUMUSAK KAPSUL,nintedanib,150,"serum concentration, risk or severity of adverse effects, cardiotoxic activities"
OFEV 150 MG 60 YUMUSAK KAPSUL,nintedanib,150,"serum concentration, risk or severity of adverse effects, cardiotoxic activities"
"OFNOL %0,1 STERIL OFTALMIK COZELTI",olopatadine,670,"risk or severity of adverse effects, metabolism, therapeutic efficacy"
"OFNOL FRESH % 0.1 + %0.15 STERİL OFTALMİK ÇÖZELTİ, 1 ADET",olopatadine,670,"risk or severity of adverse effects, metabolism, therapeutic efficacy"
"OFNOL-S %0,2 STERIL OFTALMIK COZ 2,5 ML",olopatadine,670,"risk or severity of adverse effects, metabolism, therapeutic efficacy"
"OFTAMYCIN % 0,3 STERIL GOZ DAMLASI 5 ML",tobramycin,185,"excretion rate of higher serum level, serum concentration, nephrotoxic activities"
"OFTİFEN % 0,025 TEK DOZLUK GÖZ DAMLASI, ÇÖZELTİ",ketotifen,12,"sedative activities, diagnostic agent, therapeutic efficacy"
OKSAMEN 20 MG 10 FTB,tenoxicam,396,"risk or severity of adverse effects, metabolism, therapeutic efficacy"
OKSAMEN-L 20 MG 1 FLK,tenoxicam,396,"risk or severity of adverse effects, metabolism, therapeutic efficacy"
"OLADIN % 0,1 GOZ DAMLASI, COZELTI (5 ML)",olopatadine,670,"risk or severity of adverse effects, metabolism, therapeutic efficacy"
OLAXINN 10 MG 28 AGIZDA DAGILAN TB,olanzapine,622,"risk or severity of adverse effects, antihypertensive activities, vasoconstricting activities"
OLAXINN 15 MG 28 AGIZDA DAGILAN TB,olanzapine,622,"risk or severity of adverse effects, antihypertensive activities, vasoconstricting activities"
OLAXINN 20 MG 28 AGIZDA DAGILAN TB,olanzapine,622,"risk or severity of adverse effects, antihypertensive activities, vasoconstricting activities"
OLAXINN 5 MG 28 AGIZDA DAGILAN TB,olanzapine,622,"risk or severity of adverse effects, antihypertensive activities, vasoconstricting activities"
OLFREX 10 MG 28 TB,olanzapine,622,"risk or severity of adverse effects, antihypertensive activities, vasoconstricting activities"
OLFREX 15 MG 28 FTB,olanzapine,622,"risk or severity of adverse effects, antihypertensive activities, vasoconstricting activities"
"OLFREX 2,5 MG 28 FTB",olanzapine,622,"risk or severity of adverse effects, antihypertensive activities, vasoconstricting activities"
OLFREX 20 MG 28 FTB,olanzapine,622,"risk or severity of adverse effects, antihypertensive activities, vasoconstricting activities"
OLFREX 5 MG 28 FTB,olanzapine,622,"risk or severity of adverse effects, antihypertensive activities, vasoconstricting activities"
OLFREX EASY TAB 10 MG 28 AGIZDA DAGILAN TB,olanzapine,622,"risk or severity of adverse effects, antihypertensive activities, vasoconstricting activities"
OLFREX EASY TAB 15 MG 28 AGIZDA DAGILAN TB,olanzapine,622,"risk or severity of adverse effects, antihypertensive activities, vasoconstricting activities"
"OLFREX EASY TAB 2,5 MG 28 AGIZDA DAGILAN TB",olanzapine,622,"risk or severity of adverse effects, antihypertensive activities, vasoconstricting activities"
OLFREX EASY TAB 20 MG 28 AGIZDA DAGILAN TB,olanzapine,622,"risk or severity of adverse effects, antihypertensive activities, vasoconstricting activities"
OLFREX EASY TAB 5 MG 28 AGIZDA DAGILAN TB,olanzapine,622,"risk or severity of adverse effects, antihypertensive activities, vasoconstricting activities"
OLLAFAX 10MG 28 FTB,olanzapine,622,"risk or severity of adverse effects, antihypertensive activities, vasoconstricting activities"
OLNEGIS 10 MG 28 FTB,olanzapine,622,"risk or severity of adverse effects, antihypertensive activities, vasoconstricting activities"
OLNEGIS 20 MG 28 FTB,olanzapine,622,"risk or severity of adverse effects, antihypertensive activities, vasoconstricting activities"
OLNEGIS 5 MG 28 FTB,olanzapine,622,"risk or severity of adverse effects, antihypertensive activities, vasoconstricting activities"
"OLNEGIS 7,5 MG 28 FTB",olanzapine,622,"risk or severity of adverse effects, antihypertensive activities, vasoconstricting activities"
"OLVIN 1 MG/ML DOZ AYARLI BURUN SPREYI, COZELTI (10 ML)",xylometazoline,232,"hypotensive activities, vasoconstricting activities, atrioventricular blocking (AV block) activities"
OLY %1 30 G KREM,isoconazole,71,"therapeutic efficacy, serum concentration, metabolism"
OLY %1 SPREY (20 ML),isoconazole,71,"therapeutic efficacy, serum concentration, metabolism"
OMEPROL 20 MG 28 MIKROPELLET KAP,omeprazole,421,"metabolism, serum concentration, risk or severity of adverse effects"
OMEREF 40 MG IV ENJ ICIN LIYO TOZ ICEREN FLK,omeprazole,421,"metabolism, serum concentration, risk or severity of adverse effects"
OMESEK 20 MG 14 MIKROPELLET KAP,omeprazole,421,"metabolism, serum concentration, risk or severity of adverse effects"
OMESEK 20 MG 28 MIKROPELLET KAP,omeprazole,421,"metabolism, serum concentration, risk or severity of adverse effects"
OMEX 40 MG IV ENJEKSIYON ICIN LIYOFILIZE TOZ ICEREN FLAKON,omeprazole,421,"metabolism, serum concentration, risk or severity of adverse effects"
OMHEAL 40 MG SERT KAPSUL (28 KAPSUL),omeprazole,421,"metabolism, serum concentration, risk or severity of adverse effects"
"OMNIPOL 300 MG/ML IA,IV INTRATEKAL ENJ ICIN COZ ICEREN FLK 100 ML",iohexol,1,risk or severity of adverse effects
"OMNIPOL 300 MG/ML IA,IV INTRATEKAL ENJ ICIN COZ ICEREN FLK 50 ML",iohexol,1,risk or severity of adverse effects
"OMNIPOL 350 MG/ML IA,IV ENJ ICIN COZ ICEREN FLK 100 ML",iohexol,1,risk or severity of adverse effects
"OMNIPOL 350 MG/ML IA,IV ENJ ICIN COZ ICEREN FLK 50 ML",iohexol,1,risk or severity of adverse effects
ONADRON 8MG/2ML ENJEKSIYONLUK COZELTI,dexamethasone,389,"risk or severity of adverse effects, serum concentration, metabolism"
"ONADRON SIMPLE %0,1 GOZ/KULAK DAMLASI (5 ML)",dexamethasone,389,"risk or severity of adverse effects, serum concentration, metabolism"
ONAXAN 15 MG FİLM KAPLI TABLET (28 TABLET),rivaroxaban,297,"anticoagulant activities, serum concentration, metabolism"
ONAXAN 20 MG FİLM KAPLI TABLET (28 TABLET),rivaroxaban,297,"anticoagulant activities, serum concentration, metabolism"
ONCEAIR 10 MG 28 FTB,montelukast,121,"metabolism, serum concentration, therapeutic efficacy"
ONCEAIR 4 MG 28 CIGNEME TB,montelukast,121,"metabolism, serum concentration, therapeutic efficacy"
ONCEAIR 4 MG PEDIYATRIK ORAL GRANUL 28 SASE,montelukast,121,"metabolism, serum concentration, therapeutic efficacy"
ONCEAIR 5 MG 28 CIGNEME TB,montelukast,121,"metabolism, serum concentration, therapeutic efficacy"
"ONCEFT 0,5 G IM ENJKESIYONLUK COZELTI HAZIRLAMAK ICIN TOZ VE COZUCU (1 FLAKON)",ceftriaxone,28,"nephrotoxic activities, risk or severity of adverse effects, anticoagulant activities"
"ONCEFT 0,5 G IV ENJEKSIYONLUK COZELTI HAZIRLAMAK ICIN TOZ VE COZUCU",ceftriaxone,28,"nephrotoxic activities, risk or severity of adverse effects, anticoagulant activities"
ONCEFT 1 G IM ENJKESIYONLUK COZELTI HAZIRLAMAK ICIN TOZ VE COZUCU (1 FLAKON),ceftriaxone,28,"nephrotoxic activities, risk or severity of adverse effects, anticoagulant activities"
ONCEFT 1 G IV ENJEKSIYONLUK COZELTI HAZIRLAMAK ICIN TOZ VE COZUCU,ceftriaxone,28,"nephrotoxic activities, risk or severity of adverse effects, anticoagulant activities"
ONDAREN 4 MG/2 ML 1 AMP,ondansetron,519,"risk or severity of adverse effects, QTc-prolonging activities, metabolism"
ONDAREN 8 MG/4 ML 1 AMP,ondansetron,519,"risk or severity of adverse effects, QTc-prolonging activities, metabolism"
ONGLYZA 5 MG 28 FTB,saxagliptin,374,"serum concentration, hypoglycemic activities, therapeutic efficacy"
"ONIYONIX 350MGI / ML IA,IV ENJ. ICIN COZ. ICEREN FLAKON (100 ML)",iohexol,1,risk or severity of adverse effects
ONZYD 4 MG AGIZDA DAGILAN 10 TB,ondansetron,519,"risk or severity of adverse effects, QTc-prolonging activities, metabolism"
ONZYD 8 MG AGIZDA DAGILAN 10 TB,ondansetron,519,"risk or severity of adverse effects, QTc-prolonging activities, metabolism"
OPAGIS 30 MG 28 MIKROPELLET KAP,lansoprazole,218,"metabolism, serum concentration, risk or severity of adverse effects"
OPAXOL 300 MG I/ML IA/IV/INTRATEKAL ENJEKSIYONLUK COZELTI (1X100ML),iohexol,1,risk or severity of adverse effects
OPAXOL 300 MG I/ML IA/IV/INTRATEKAL ENJEKSIYONLUK COZELTI (1X50ML),iohexol,1,risk or severity of adverse effects
OPAXOL 350 MGI/ML IA/IV ENJEKSIYONLUK COZELTI (1X100ML),iohexol,1,risk or severity of adverse effects
OPAXOL 350 MGI/ML IA/IV ENJEKSIYONLUK COZELTI (1X200ML),iohexol,1,risk or severity of adverse effects
OPAXOL 350 MGI/ML IA/IV ENJEKSIYONLUK COZELTI (1X50ML),iohexol,1,risk or severity of adverse effects
OPEMIN 800 MG 30 FTB,piracetam,4,risk or severity of adverse effects
OPILOX TIRNAK CILASI SETI,ciclopirox,69,"therapeutic efficacy, serum concentration, metabolism"
OPIREL 75 MG 28 FTB,clopidogrel,321,"metabolism, serum concentration, therapeutic efficacy"
OPRELAST 10 MG+20 MG+30 MG FILM KAPLI TABLET TEDAVIYE BASLAMA PAKETI (4+4+19),apremilast,402,"risk or severity of adverse effects, metabolism, serum concentration"
OPRELAST 30 MG FILM KAPLI TABLET (56 TABLET),apremilast,402,"risk or severity of adverse effects, metabolism, serum concentration"
OPSENTAN 10 MG FILM KAPLI TABLET (30 TABLET),macitentan,249,"hypotensive activities, serum concentration, metabolism"
OPSUMIT 10 MG 28 FILM KAPLI TABLET,macitentan,249,"hypotensive activities, serum concentration, metabolism"
ORADRO 500 MG FILM TABLET (14 TABLET),clarithromycin,712,"metabolism, serum concentration, QTc-prolonging activities"
ORADRO 500 MG IV LIYOFILIZE ENJ. TOZ ICEREN 1 FLK+1 AMP,clarithromycin,712,"metabolism, serum concentration, QTc-prolonging activities"
ORALAC SURUP 670 MG/ML 300 ML,lactulose,1,therapeutic efficacy
"ORCAFIL 20 MG FILM TABLET, 4 ADET",tadalafil,285,"antihypertensive activities, serum concentration, hypotensive activities"
"ORCAFIL 5 MG FİLM TABLET, 28 ADET",tadalafil,285,"antihypertensive activities, serum concentration, hypotensive activities"
ORGAMETRIL 5 MG 30 TB,lynestrenol,83,"therapeutic efficacy, serum concentration, anticoagulant activities"
ORIZINC 15 MG/5 ML 100 ML SUR,zinc sulfate,1,serum concentration
ORLOFF 120 MG SERT KAPSUL (84 KAPSUL),orlistat,75,"serum concentration, anticoagulant activities, absorption"
OROFEN % 5 KREM 50 G,ibuprofen,424,"risk or severity of adverse effects, metabolism, therapeutic efficacy"
OROFERON DEPO 80 MG KAPLI TABLET,ferrous sulfate,1,absorption of reduced serum concentration and potentially
ORYVA 10 MG 28 TB,aripiprazole,741,"serum concentration, risk or severity of adverse effects, hypotensive activities"
ORYVA 15 MG 28 TB,aripiprazole,741,"serum concentration, risk or severity of adverse effects, hypotensive activities"
ORYVA 30 MG 28 TB,aripiprazole,741,"serum concentration, risk or severity of adverse effects, hypotensive activities"
ORYVA 5 MG 28 TB,aripiprazole,741,"serum concentration, risk or severity of adverse effects, hypotensive activities"
OSEFLU 30 MG GRANUL ICEREN SASE (25 SASE),oseltamivir,1,serum concentration of active metabolites
OSEFLU 75 MG 10 KAP,oseltamivir,1,serum concentration of active metabolites
OSELMIR 12 MG/ML ORAL SUSPANSIYON HAZIRLAMAK ICIN TOZ (65 ML),oseltamivir,1,serum concentration of active metabolites
OSELMIR 75 MG 10 SERT KAPSUL,oseltamivir,1,serum concentration of active metabolites
OSETRON 4 MG/2 ML IM/IV ENJ. COZ. ICEREN 1 AMP,ondansetron,519,"risk or severity of adverse effects, QTc-prolonging activities, metabolism"
OSETRON 8 MG/4 ML IM/IV ENJ COZ ICEREN 1 AMP,ondansetron,519,"risk or severity of adverse effects, QTc-prolonging activities, metabolism"
