drug1_id,drug2_id,drug1_name,drug2_name,interaction_type
DB00582,DB00956,Voriconazole,Hydrocodone,serum concentration
DB00582,DB00665,Voriconazole,Nilutamide,metabolism
DB00582,DB00863,Voriconazole,Ranitidine,metabolism
DB00582,DB00983,Voriconazole,Formoterol,metabolism
DB00582,DB01060,Voriconazole,Amoxicillin,metabolism
DB00582,DB01171,Voriconazole,Moclobemide,metabolism
DB00582,DB01274,Voriconazole,Arformoterol,metabolism
DB00582,DB00532,Voriconazole,Mephenytoin,metabolism
DB00582,DB00927,Voriconazole,Famotidine,metabolism
DB00582,DB01041,Voriconazole,Thalidomide,metabolism
DB00582,DB01065,Voriconazole,Melatonin,metabolism
DB00582,DB01075,Voriconazole,Diphenhydramine,metabolism
DB00582,DB05246,Voriconazole,Methsuximide,metabolism
DB00582,DB01283,Voriconazole,Lumiracoxib,metabolism
DB00582,DB01151,Voriconazole,Desipramine,metabolism
DB00582,DB00988,Voriconazole,Dopamine,metabolism
DB00582,DB00590,Voriconazole,Doxazosin,metabolism
DB00582,DB01296,Voriconazole,Glucosamine,metabolism
DB00582,DB06204,Voriconazole,Tapentadol,metabolism
DB00582,DB04948,Voriconazole,Lofexidine,metabolism
DB00582,DB00752,Voriconazole,Tranylcypromine,metabolism
DB00582,DB06413,Voriconazole,Armodafinil,metabolism
DB00582,DB00951,Voriconazole,Isoniazid,metabolism
DB00582,DB09119,Voriconazole,Eslicarbazepine acetate,metabolism
DB00582,DB09120,Voriconazole,Zucapsaicin,metabolism
DB00582,DB09198,Voriconazole,Lobeglitazone,metabolism
DB00582,DB09054,Voriconazole,Idelalisib,serum concentration
DB00582,DB00712,Voriconazole,Flurbiprofen,metabolism
DB00582,DB00749,Voriconazole,Etodolac,metabolism
DB00582,DB00784,Voriconazole,Mefenamic acid,metabolism
DB00582,DB00870,Voriconazole,Suprofen,metabolism
DB00582,DB01029,Voriconazole,Irbesartan,metabolism
DB00582,DB00796,Voriconazole,Candesartan cilexetil,metabolism
DB00582,DB00788,Voriconazole,Naproxen,metabolism
DB00582,DB04841,Voriconazole,Flunarizine,metabolism
DB00582,DB06725,Voriconazole,Lornoxicam,metabolism
DB00582,DB00812,Voriconazole,Phenylbutazone,metabolism
DB00582,DB01097,Voriconazole,Leflunomide,metabolism
DB00582,DB06268,Voriconazole,Sitaxentan,metabolism
DB00582,DB00936,Voriconazole,Salicylic acid,metabolism
DB00582,DB01009,Voriconazole,Ketoprofen,metabolism
DB00582,DB06737,Voriconazole,Zaltoprofen,metabolism
DB00582,DB06736,Voriconazole,Aceclofenac,metabolism
DB00582,DB08798,Voriconazole,Sulfamoxole,metabolism
DB00582,DB00945,Voriconazole,Acetylsalicylic acid,metabolism
DB00582,DB01240,Voriconazole,Epoprostenol,metabolism
DB00582,DB01177,Voriconazole,Idarubicin,metabolism
DB00582,DB00991,Voriconazole,Oxaprozin,metabolism
DB00582,DB04898,Voriconazole,Ximelagatran,metabolism
DB00582,DB06803,Voriconazole,Niclosamide,metabolism
DB00582,DB09080,Voriconazole,Olodaterol,metabolism
DB00582,DB11560,Voriconazole,Lesinurad,metabolism
DB00582,DB03756,Voriconazole,Doconexent,metabolism
DB00582,DB05219,Voriconazole,Crisaborole,metabolism
DB00582,DB01685,Voriconazole,Topiroxostat,metabolism
DB00582,DB09238,Voriconazole,Manidipine,metabolism
DB00582,DB01181,Voriconazole,Ifosfamide,serum concentration
DB00582,DB00619,Voriconazole,Imatinib,serum concentration
DB00582,DB06218,Voriconazole,Lacosamide,serum concentration
DB00582,DB01002,Voriconazole,Levobupivacaine,serum concentration
DB00582,DB01047,Voriconazole,Fluocinonide,serum concentration
DB00582,DB09091,Voriconazole,Tixocortol,serum concentration
DB00582,DB00591,Voriconazole,Fluocinolone Acetonide,serum concentration
DB00582,DB00838,Voriconazole,Clocortolone,serum concentration
DB00582,DB00846,Voriconazole,Flurandrenolide,serum concentration
DB00582,DB00896,Voriconazole,Rimexolone,serum concentration
DB00582,DB01013,Voriconazole,Clobetasol propionate,serum concentration
DB00582,DB01130,Voriconazole,Prednicarbate,serum concentration
DB00582,DB00764,Voriconazole,Mometasone,serum concentration
DB00582,DB00873,Voriconazole,Loteprednol,serum concentration
DB00582,DB06781,Voriconazole,Difluprednate,serum concentration
DB00582,DB08971,Voriconazole,Fluocortolone,serum concentration
DB00582,DB00663,Voriconazole,Flumethasone,serum concentration
DB00582,DB00687,Voriconazole,Fludrocortisone,serum concentration
DB00582,DB02187,Voriconazole,Equilin,serum concentration
DB00582,DB02789,Voriconazole,Pregnenolone,serum concentration
DB00582,DB04574,Voriconazole,Estrone sulfate,serum concentration
DB00582,DB06780,Voriconazole,Desoxycorticosterone acetate,serum concentration
DB00582,DB08905,Voriconazole,Formestane,serum concentration
DB00582,DB09095,Voriconazole,Difluocortolone,serum concentration
DB00582,DB09378,Voriconazole,Fluprednisolone,serum concentration
DB00582,DB11750,Voriconazole,Clobetasol,serum concentration
DB00582,DB13158,Voriconazole,Clobetasone,serum concentration
DB00582,DB00596,Voriconazole,Ulobetasol,serum concentration
DB00582,DB01260,Voriconazole,Desonide,serum concentration
DB00582,DB06786,Voriconazole,Halcinonide,serum concentration
DB00582,DB13867,Voriconazole,Fluticasone,serum concentration
DB00582,DB00682,Voriconazole,Warfarin,serum concentration
DB00582,DB00946,Voriconazole,Phenprocoumon,serum concentration
DB00582,DB01418,Voriconazole,Acenocoumarol,serum concentration
DB00582,DB13136,Voriconazole,Fluindione,serum concentration
DB00582,DB04938,Voriconazole,Ospemifene,serum concentration
DB00582,DB01062,Voriconazole,Oxybutynin,serum concentration
DB00582,DB08439,Voriconazole,Parecoxib,serum concentration
DB00582,DB00910,Voriconazole,Paricalcitol,serum concentration
DB00582,DB00823,Voriconazole,Ethynodiol diacetate,serum concentration
DB00582,DB06730,Voriconazole,Gestodene,serum concentration
DB00582,DB12474,Voriconazole,Lynestrenol,serum concentration
DB00582,DB06713,Voriconazole,Norelgestromin,serum concentration
DB00582,DB00957,Voriconazole,Norgestimate,serum concentration
DB00582,DB09389,Voriconazole,Norgestrel,serum concentration
DB00582,DB00717,Voriconazole,Norethisterone,serum concentration
DB00582,DB06789,Voriconazole,Hydroxyprogesterone caproate,serum concentration
DB00582,DB11619,Voriconazole,Gestrinone,serum concentration
DB00582,DB09371,Voriconazole,Norethynodrel,serum concentration
DB00582,DB04839,Voriconazole,Cyproterone acetate,serum concentration
DB00582,DB13981,Voriconazole,Nomegestrol acetate,serum concentration
DB00582,DB01411,Voriconazole,Pranlukast,serum concentration
DB00582,DB06209,Voriconazole,Prasugrel,serum concentration
DB00582,DB00635,Voriconazole,Prednisone,serum concentration
DB00582,DB01182,Voriconazole,Propafenone,serum concentration
DB00582,DB00980,Voriconazole,Ramelteon,serum concentration
DB00582,DB00912,Voriconazole,Repaglinide,serum concentration
DB00582,DB01256,Voriconazole,Retapamulin,serum concentration
DB00582,DB06176,Voriconazole,Romidepsin,serum concentration
DB00582,DB09071,Voriconazole,Tasimelteon,serum concentration
DB00582,DB01244,Voriconazole,Bepridil,therapeutic efficacy
DB00582,DB04920,Voriconazole,Clevidipine,therapeutic efficacy
DB00582,DB09232,Voriconazole,Cilnidipine,therapeutic efficacy
DB00582,DB00996,Voriconazole,Gabapentin,therapeutic efficacy
DB00582,DB09090,Voriconazole,Pinaverium,therapeutic efficacy
DB00582,DB09235,Voriconazole,Efonidipine,therapeutic efficacy
DB00582,DB00653,Voriconazole,Magnesium sulfate,therapeutic efficacy
DB00582,DB01427,Voriconazole,Amrinone,therapeutic efficacy
DB00582,DB04743,Voriconazole,Nimesulide,therapeutic efficacy
DB00582,DB07615,Voriconazole,Tranilast,therapeutic efficacy
DB00582,DB08992,Voriconazole,Eperisone,therapeutic efficacy
DB00582,DB09216,Voriconazole,Tolfenamic Acid,therapeutic efficacy
DB00582,DB09230,Voriconazole,Azelnidipine,therapeutic efficacy
DB00582,DB04842,Voriconazole,Fluspirilene,therapeutic efficacy
DB00582,DB04838,Voriconazole,Cyclandelate,therapeutic efficacy
DB00582,DB01202,Voriconazole,Levetiracetam,therapeutic efficacy
DB00582,DB09089,Voriconazole,Trimebutine,therapeutic efficacy
DB00582,DB06152,Voriconazole,Nylidrin,therapeutic efficacy
DB00582,DB09229,Voriconazole,Aranidipine,therapeutic efficacy
DB00582,DB00825,Voriconazole,Menthol,therapeutic efficacy
DB00582,DB00673,Voriconazole,Aprepitant,serum concentration
DB00582,DB00672,Voriconazole,Chlorpropamide,serum concentration
DB00582,DB00839,Voriconazole,Tolazamide,serum concentration
DB00582,DB01016,Voriconazole,Glyburide,serum concentration
DB00582,DB01067,Voriconazole,Glipizide,serum concentration
DB00582,DB01120,Voriconazole,Gliclazide,serum concentration
DB00582,DB01124,Voriconazole,Tolbutamide,serum concentration
DB00582,DB01251,Voriconazole,Gliquidone,serum concentration
DB00582,DB11637,Voriconazole,Delamanid,QTc-prolonging activities
DB00583,DB00682,L-Carnitine,Warfarin,anticoagulant activities
DB00583,DB00946,L-Carnitine,Phenprocoumon,anticoagulant activities
DB00583,DB01418,L-Carnitine,Acenocoumarol,anticoagulant activities
DB00583,DB13136,L-Carnitine,Fluindione,anticoagulant activities
DB00584,DB06589,Enalapril,Pazopanib,serum concentration
DB00584,DB06207,Enalapril,Silodosin,serum concentration
DB00584,DB13967,Enalapril,Patent Blue,therapeutic efficacy
DB00584,DB01030,Enalapril,Topotecan,serum concentration
DB00584,DB13783,Enalapril,Acemetacin,therapeutic efficacy
DB00584,DB09292,Enalapril,Sacubitril,risk or severity of angioedema
DB00584,DB09227,Enalapril,Barnidipine,antihypertensive activities
DB00584,DB00683,Enalapril,Midazolam,serum concentration
DB00584,DB02703,Enalapril,Fusidic Acid,serum concentration
DB00584,DB09195,Enalapril,Lorpiprazole,serum concentration
DB00584,DB00761,Enalapril,Potassium Chloride,hyperkalemic activities
DB00584,DB01345,Enalapril,Potassium,hyperkalemic activities
DB00584,DB09125,Enalapril,Potassium Citrate,hyperkalemic activities
DB00584,DB11098,Enalapril,Potassium bicarbonate,hyperkalemic activities
DB00584,DB00641,Enalapril,Simvastatin,serum concentration
DB00584,DB00932,Enalapril,Tipranavir,serum concentration
DB00584,DB01200,Enalapril,Bromocriptine,serum concentration
DB00584,DB00696,Enalapril,Ergotamine,serum concentration
DB00584,DB01253,Enalapril,Ergonovine,serum concentration
DB00584,DB00897,Enalapril,Triazolam,serum concentration
DB00584,DB06616,Enalapril,Bosutinib,serum concentration
DB00584,DB00872,Enalapril,Conivaptan,serum concentration
DB00584,DB09075,Enalapril,Edoxaban,serum concentration
DB00584,DB11642,Enalapril,Pitolisant,serum concentration
DB00584,DB00997,Enalapril,Doxorubicin,serum concentration
DB00584,DB09449,Enalapril,Sodium phosphate,nephrotoxic activities
DB00584,DB11633,Enalapril,Isavuconazole,serum concentration
DB00584,DB00648,Enalapril,Mitotane,serum concentration
DB00584,DB08881,Enalapril,Vemurafenib,serum concentration
DB00584,DB00977,Enalapril,Ethinyl Estradiol,serum concentration
DB00584,DB01357,Enalapril,Mestranol,serum concentration
DB00584,DB00783,Enalapril,Estradiol,serum concentration
DB00584,DB13956,Enalapril,Estradiol valerate,serum concentration
DB00584,DB13954,Enalapril,Estradiol cypionate,serum concentration
DB00584,DB00864,Enalapril,Tacrolimus,metabolism
DB00584,DB09118,Enalapril,Stiripentol,serum concentration
DB00584,DB08873,Enalapril,Boceprevir,serum concentration
DB00584,DB00615,Enalapril,Rifabutin,metabolism
DB00584,DB01045,Enalapril,Rifampicin,metabolism
DB00584,DB01320,Enalapril,Fosphenytoin,metabolism
DB00584,DB01174,Enalapril,Phenobarbital,metabolism
DB00584,DB00794,Enalapril,Primidone,metabolism
DB00584,DB01201,Enalapril,Rifapentine,metabolism
DB00584,DB09280,Enalapril,Lumacaftor,metabolism
DB00584,DB00976,Enalapril,Telithromycin,metabolism
DB00584,DB01026,Enalapril,Ketoconazole,metabolism
DB00584,DB01072,Enalapril,Atazanavir,metabolism
DB00584,DB01167,Enalapril,Itraconazole,metabolism
DB00584,DB01232,Enalapril,Saquinavir,metabolism
DB00584,DB01264,Enalapril,Darunavir,metabolism
DB00584,DB01263,Enalapril,Posaconazole,metabolism
DB00584,DB01601,Enalapril,Lopinavir,metabolism
DB00584,DB01118,Enalapril,Amiodarone,metabolism
DB00584,DB05521,Enalapril,Telaprevir,metabolism
DB00584,DB09054,Enalapril,Idelalisib,metabolism
DB00584,DB09065,Enalapril,Cobicistat,metabolism
DB00584,DB11672,Enalapril,Curcumin,metabolism
DB00584,DB01211,Enalapril,Clarithromycin,therapeutic efficacy
DB00584,DB00834,Enalapril,Mifepristone,serum concentration
DB00584,DB00705,Enalapril,Delavirdine,serum concentration
DB00584,DB00678,Enalapril,Losartan,risk or severity of adverse effects
DB00584,DB00876,Enalapril,Eprosartan,risk or severity of adverse effects
DB00584,DB00966,Enalapril,Telmisartan,risk or severity of adverse effects
DB00584,DB01029,Enalapril,Irbesartan,risk or severity of adverse effects
DB00584,DB01349,Enalapril,Tasosartan,risk or severity of adverse effects
DB00584,DB08822,Enalapril,Azilsartan medoxomil,risk or severity of adverse effects
DB00584,DB09279,Enalapril,Fimasartan,risk or severity of adverse effects
DB00584,DB08899,Enalapril,Enzalutamide,serum concentration
DB00584,DB06290,Enalapril,Simeprevir,serum concentration
DB00584,DB09276,Enalapril,Sodium aurothiomalate,"risk or severity of hypotension, nitritoid reactions, facial flushing, nausea, and vomiting"
DB00584,DB09236,Enalapril,Lacidipine,hypotensive activities
DB00584,DB01149,Enalapril,Nefazodone,serum concentration
DB00584,DB01590,Enalapril,Everolimus,serum concentration
DB00584,DB08931,Enalapril,Riociguat,serum concentration
DB00584,DB01143,Enalapril,Amifostine,hypotensive activities
DB00584,DB06792,Enalapril,Lanthanum carbonate,serum concentration
DB00584,DB06287,Enalapril,Temsirolimus,risk or severity of adverse effects
DB00584,DB08916,Enalapril,Afatinib,serum concentration
DB00584,DB00880,Enalapril,Chlorothiazide,risk or severity of hypotension
DB00584,DB00999,Enalapril,Hydrochlorothiazide,risk or severity of hypotension
DB00584,DB00774,Enalapril,Hydroflumethiazide,risk or severity of hypotension
DB00584,DB00808,Enalapril,Indapamide,risk or severity of hypotension
DB00584,DB01021,Enalapril,Trichlormethiazide,risk or severity of hypotension
DB00584,DB01324,Enalapril,Polythiazide,risk or severity of hypotension
DB00584,DB01325,Enalapril,Quinethazone,risk or severity of hypotension
DB00584,DB13532,Enalapril,Cyclopenthiazide,risk or severity of hypotension
DB00584,DB00661,Enalapril,Verapamil,metabolism
DB00584,DB09026,Enalapril,Aliskiren,"hypotensive, nephrotoxic, and hyperkalemic activities"
DB00584,DB00993,Enalapril,Azathioprine,risk or severity of anemia and severe leukopenia
DB00584,DB11901,Enalapril,Apalutamide,serum concentration
DB00584,DB01394,Enalapril,Colchicine,serum concentration
DB00584,DB06695,Enalapril,Dabigatran etexilate,serum concentration of active metabolites
DB00584,DB08912,Enalapril,Dabrafenib,serum concentration
DB00584,DB01609,Enalapril,Deferasirox,serum concentration
DB00584,DB06717,Enalapril,Fosaprepitant,serum concentration
DB00584,DB00820,Enalapril,Tadalafil,antihypertensive activities
DB00584,DB00862,Enalapril,Vardenafil,antihypertensive activities
DB00584,DB06267,Enalapril,Udenafil,antihypertensive activities
DB00584,DB06237,Enalapril,Avanafil,antihypertensive activities
DB00584,DB12010,Enalapril,Fostamatinib,antihypertensive activities
DB00584,DB08820,Enalapril,Ivacaftor,serum concentration
DB00584,DB09027,Enalapril,Ledipasvir,serum concentration
DB00584,DB08933,Enalapril,Luliconazole,serum concentration
DB00584,DB09049,Enalapril,Naloxegol,serum concentration
DB00584,DB09048,Enalapril,Netupitant,serum concentration
DB00584,DB00796,Enalapril,Candesartan cilexetil,serum concentration
DB00584,DB09073,Enalapril,Palbociclib,serum concentration
DB00584,DB06480,Enalapril,Prucalopride,serum concentration
DB00584,DB00726,Enalapril,Trimipramine,serum concentration
DB00584,DB01142,Enalapril,Doxepin,serum concentration
DB00584,DB01151,Enalapril,Desipramine,serum concentration
DB00584,DB01242,Enalapril,Clomipramine,serum concentration
DB00584,DB09016,Enalapril,Butriptyline,serum concentration
DB00584,DB13114,Enalapril,Amitriptylinoxide,serum concentration
DB00584,DB08996,Enalapril,Dimetacrine,serum concentration
DB00584,DB09167,Enalapril,Dosulepin,serum concentration
DB00584,DB09289,Enalapril,Tianeptine,serum concentration
DB00584,DB01048,Enalapril,Abacavir,serum concentration
DB00584,DB09330,Enalapril,Osimertinib,serum concentration
DB00584,DB00681,Enalapril,Amphotericin B,risk or severity of adverse effects
DB00584,DB00714,Enalapril,Apomorphine,risk or severity of adverse effects
DB00584,DB01169,Enalapril,Arsenic trioxide,risk or severity of adverse effects
DB00584,DB01282,Enalapril,Carbetocin,risk or severity of adverse effects
DB00584,DB09232,Enalapril,Cilnidipine,risk or severity of adverse effects
DB00584,DB00631,Enalapril,Clofarabine,risk or severity of adverse effects
DB00584,DB01189,Enalapril,Desflurane,risk or severity of adverse effects
DB00584,DB01159,Enalapril,Halothane,risk or severity of adverse effects
DB00584,DB01088,Enalapril,Iloprost,risk or severity of adverse effects
DB00584,DB00753,Enalapril,Isoflurane,risk or severity of adverse effects
DB00584,DB01002,Enalapril,Levobupivacaine,risk or severity of adverse effects
DB00584,DB00922,Enalapril,Levosimendan,risk or severity of adverse effects
DB00584,DB01229,Enalapril,Paclitaxel,risk or severity of adverse effects
DB00584,DB09286,Enalapril,Pipamperone,risk or severity of adverse effects
DB00584,DB00818,Enalapril,Propofol,risk or severity of adverse effects
DB00584,DB00899,Enalapril,Remifentanil,risk or severity of adverse effects
DB00584,DB05271,Enalapril,Rotigotine,risk or severity of adverse effects
DB00584,DB01236,Enalapril,Sevoflurane,risk or severity of adverse effects
DB00584,DB09112,Enalapril,Nitrous acid,risk or severity of adverse effects
DB00584,DB00708,Enalapril,Sufentanil,risk or severity of adverse effects
DB00584,DB00706,Enalapril,Tamsulosin,risk or severity of adverse effects
DB00584,DB01041,Enalapril,Thalidomide,risk or severity of adverse effects
DB00584,DB00679,Enalapril,Thioridazine,risk or severity of adverse effects
DB00584,DB00755,Enalapril,Tretinoin,risk or severity of adverse effects
DB00584,DB00633,Enalapril,Dexmedetomidine,risk or severity of adverse effects
DB00584,DB00703,Enalapril,Methazolamide,risk or severity of adverse effects
DB00584,DB00727,Enalapril,Nitroglycerin,risk or severity of adverse effects
DB00584,DB00742,Enalapril,Mannitol,risk or severity of adverse effects
DB00584,DB00883,Enalapril,Isosorbide Dinitrate,risk or severity of adverse effects
DB00584,DB00964,Enalapril,Apraclonidine,risk or severity of adverse effects
DB00584,DB00975,Enalapril,Dipyridamole,risk or severity of adverse effects
DB00584,DB01020,Enalapril,Isosorbide Mononitrate,risk or severity of adverse effects
DB00584,DB01113,Enalapril,Papaverine,risk or severity of adverse effects
DB00584,DB01115,Enalapril,Nifedipine,risk or severity of adverse effects
DB00584,DB01144,Enalapril,Diclofenamide,risk or severity of adverse effects
DB00584,DB01162,Enalapril,Terazosin,risk or severity of adverse effects
DB00584,DB01210,Enalapril,Levobunolol,risk or severity of adverse effects
DB00584,DB01224,Enalapril,Quetiapine,risk or severity of adverse effects
DB00584,DB01612,Enalapril,Amyl Nitrite,risk or severity of adverse effects
DB00584,DB04920,Enalapril,Clevidipine,risk or severity of adverse effects
DB00584,DB06292,Enalapril,Dapagliflozin,risk or severity of adverse effects
DB00584,DB08941,Enalapril,Isoxsuprine,risk or severity of adverse effects
DB00584,DB09038,Enalapril,Empagliflozin,risk or severity of adverse effects
DB00584,DB09063,Enalapril,Ceritinib,serum concentration
DB00584,DB00619,Enalapril,Imatinib,metabolism
DB00584,DB01319,Enalapril,Fosamprenavir,metabolism
DB00584,DB04855,Enalapril,Dronedarone,metabolism
DB00584,DB04868,Enalapril,Nilotinib,metabolism
DB00584,DB08865,Enalapril,Crizotinib,metabolism
DB00584,DB09074,Enalapril,Olaparib,metabolism
DB00584,DB06636,Enalapril,Isavuconazonium,metabolism
DB00584,DB12332,Enalapril,Rucaparib,metabolism
DB00584,DB14033,Enalapril,Acetyl sulfisoxazole,metabolism
DB00584,DB01261,Enalapril,Sitagliptin,risk or severity of adverse effects
DB00584,DB04876,Enalapril,Vildagliptin,risk or severity of adverse effects
DB00584,DB06203,Enalapril,Alogliptin,risk or severity of adverse effects
DB00584,DB06335,Enalapril,Saxagliptin,risk or severity of adverse effects
DB00584,DB01076,Enalapril,Atorvastatin,risk or severity of adverse effects
DB00584,DB08882,Enalapril,Linagliptin,risk or severity of adverse effects
DB00584,DB06414,Enalapril,Etravirine,serum concentration
DB00584,DB00695,Enalapril,Furosemide,hypotensive activities
DB00584,DB00887,Enalapril,Bumetanide,hypotensive activities
DB00584,DB00903,Enalapril,Etacrynic acid,hypotensive activities
DB00584,DB02925,Enalapril,Piretanide,hypotensive activities
DB00584,DB00594,Enalapril,Amiloride,hyperkalemic activities
DB00584,DB01238,Enalapril,Aripiprazole,hypotensive activities
DB00584,DB01592,Enalapril,Iron,absorption
DB00584,DB09282,Enalapril,Molsidomine,hypotensive activities
DB00584,DB09220,Enalapril,Nicorandil,vasodilatory activities
DB00584,DB00752,Enalapril,Tranylcypromine,hypotensive activities
DB00584,DB00780,Enalapril,Phenelzine,hypotensive activities
DB00584,DB01037,Enalapril,Selegiline,hypotensive activities
DB00584,DB01171,Enalapril,Moclobemide,hypotensive activities
DB00584,DB01247,Enalapril,Isocarboxazid,hypotensive activities
DB00584,DB01367,Enalapril,Rasagiline,hypotensive activities
DB00584,DB01626,Enalapril,Pargyline,hypotensive activities
DB00584,DB00805,Enalapril,Minaprine,hypotensive activities
DB00584,DB09244,Enalapril,Pirlindole,hypotensive activities
DB00584,DB09245,Enalapril,Toloxatone,hypotensive activities
DB00584,DB09241,Enalapril,Methylene blue,hypotensive activities
DB00584,DB00614,Enalapril,Furazolidone,hypotensive activities
DB00584,DB00721,Enalapril,Procaine,hypotensive activities
DB00584,DB01168,Enalapril,Procarbazine,hypotensive activities
DB00584,DB01220,Enalapril,Rifaximin,serum concentration
DB00584,DB00599,Enalapril,Thiopental,hypotensive activities
DB00584,DB00849,Enalapril,Methylphenobarbital,hypotensive activities
DB00584,DB01154,Enalapril,Thiamylal,hypotensive activities
DB00584,DB01351,Enalapril,Amobarbital,hypotensive activities
DB00584,DB01355,Enalapril,Hexobarbital,hypotensive activities
DB00584,DB00936,Enalapril,Salicylic acid,therapeutic efficacy
DB00584,DB00945,Enalapril,Acetylsalicylic acid,therapeutic efficacy
DB00584,DB00861,Enalapril,Diflunisal,therapeutic efficacy
DB00584,DB06807,Enalapril,Phenyl aminosalicylate,therapeutic efficacy
DB00584,DB09543,Enalapril,Methyl salicylate,therapeutic efficacy
DB00584,DB11079,Enalapril,Trolamine salicylate,therapeutic efficacy
DB00584,DB01235,Enalapril,Levodopa,orthostatic hypotensive activities
DB00584,DB00734,Enalapril,Risperidone,hypotensive activities
DB00584,DB01119,Enalapril,Diazoxide,hypotensive activities
DB00584,DB00590,Enalapril,Doxazosin,hypotensive activities
DB00584,DB00657,Enalapril,Mecamylamine,hypotensive activities
DB00584,DB01018,Enalapril,Guanfacine,hypotensive activities
DB00584,DB01116,Enalapril,Trimethaphan,hypotensive activities
DB00584,DB01275,Enalapril,Hydralazine,hypotensive activities
DB00584,DB04840,Enalapril,Debrisoquin,hypotensive activities
DB00584,DB06762,Enalapril,Pinacidil,hypotensive activities
DB00584,DB09242,Enalapril,Moxonidine,hypotensive activities
DB00584,DB11738,Enalapril,Rilmenidine,hypotensive activities
DB00584,DB12945,Enalapril,Dihydralazine,hypotensive activities
DB00584,DB00598,Enalapril,Labetalol,hypotensive activities
DB00584,DB00606,Enalapril,Cyclothiazide,hypotensive activities
DB00584,DB00612,Enalapril,Bisoprolol,hypotensive activities
DB00584,DB00622,Enalapril,Nicardipine,hypotensive activities
DB00584,DB00629,Enalapril,Guanabenz,hypotensive activities
DB00584,DB00654,Enalapril,Latanoprost,hypotensive activities
DB00584,DB00691,Enalapril,Moexipril,hypotensive activities
DB00584,DB00692,Enalapril,Phentolamine,hypotensive activities
DB00584,DB00722,Enalapril,Lisinopril,hypotensive activities
DB00584,DB00790,Enalapril,Perindopril,hypotensive activities
DB00584,DB00797,Enalapril,Tolazoline,hypotensive activities
DB00584,DB00800,Enalapril,Fenoldopam,hypotensive activities
DB00584,DB00866,Enalapril,Alprenolol,hypotensive activities
DB00584,DB00869,Enalapril,Dorzolamide,hypotensive activities
DB00584,DB00881,Enalapril,Quinapril,hypotensive activities
DB00584,DB00905,Enalapril,Bimatoprost,hypotensive activities
DB00584,DB00925,Enalapril,Phenoxybenzamine,hypotensive activities
DB00584,DB00960,Enalapril,Pindolol,hypotensive activities
DB00584,DB00968,Enalapril,Methyldopa,hypotensive activities
DB00584,DB01023,Enalapril,Felodipine,hypotensive activities
DB00584,DB01054,Enalapril,Nitrendipine,hypotensive activities
DB00584,DB01090,Enalapril,Pentolinium,hypotensive activities
DB00584,DB01136,Enalapril,Carvedilol,hypotensive activities
DB00584,DB01158,Enalapril,Bretylium,hypotensive activities
DB00584,DB01170,Enalapril,Guanethidine,hypotensive activities
DB00584,DB01193,Enalapril,Acebutolol,hypotensive activities
DB00584,DB01197,Enalapril,Captopril,hypotensive activities
DB00584,DB01203,Enalapril,Nadolol,hypotensive activities
DB00584,DB01214,Enalapril,Metipranolol,hypotensive activities
DB00584,DB01240,Enalapril,Epoprostenol,hypotensive activities
DB00584,DB01244,Enalapril,Bepridil,hypotensive activities
DB00584,DB01340,Enalapril,Cilazapril,hypotensive activities
DB00584,DB01348,Enalapril,Spirapril,hypotensive activities
DB00584,DB01359,Enalapril,Penbutolol,hypotensive activities
DB00584,DB01580,Enalapril,Oxprenolol,hypotensive activities
DB00584,DB02638,Enalapril,Terlipressin,hypotensive activities
DB00584,DB04846,Enalapril,Celiprolol,hypotensive activities
DB00584,DB04861,Enalapril,Nebivolol,hypotensive activities
DB00584,DB04948,Enalapril,Lofexidine,hypotensive activities
DB00584,DB06694,Enalapril,Xylometazoline,hypotensive activities
DB00584,DB06712,Enalapril,Nilvadipine,hypotensive activities
DB00584,DB06826,Enalapril,Unoprostone,hypotensive activities
DB00584,DB08808,Enalapril,Bupranolol,hypotensive activities
DB00584,DB09070,Enalapril,Tibolone,hypotensive activities
DB00584,DB09235,Enalapril,Efonidipine,hypotensive activities
DB00584,DB09238,Enalapril,Manidipine,hypotensive activities
DB00584,DB09477,Enalapril,Enalaprilat,hypotensive activities of at
DB00584,DB11362,Enalapril,Selexipag,hypotensive activities
DB00584,DB00765,Enalapril,Metyrosine,hypotensive activities
DB00584,DB01089,Enalapril,Deserpidine,hypotensive activities
DB00584,DB01180,Enalapril,Rescinnamine,hypotensive activities
DB00584,DB06268,Enalapril,Sitaxentan,hypotensive activities
DB00584,DB06403,Enalapril,Ambrisentan,hypotensive activities
DB00584,DB08932,Enalapril,Macitentan,hypotensive activities
DB00584,DB00651,Enalapril,Dyphylline,serum concentration
DB00584,DB01223,Enalapril,Aminophylline,serum concentration
DB00584,DB00806,Enalapril,Pentoxifylline,hypotensive activities
DB00584,DB00586,Enalapril,Diclofenac,risk or severity of adverse effects
DB00584,DB00712,Enalapril,Flurbiprofen,risk or severity of adverse effects
DB00584,DB00963,Enalapril,Bromfenac,risk or severity of adverse effects
DB00584,DB06802,Enalapril,Nepafenac,risk or severity of adverse effects
DB00584,DB00605,Enalapril,Sulindac,risk or severity of adverse effects
DB00584,DB00608,Enalapril,Chloroquine,risk or severity of adverse effects
DB00584,DB00688,Enalapril,Mycophenolate mofetil,risk or severity of adverse effects
DB00584,DB00735,Enalapril,Naftifine,risk or severity of adverse effects
