drug1_name,drug2_name,drug1_normalized,drug2_normalized,interaction_type
Diclofenac,Labetalol,diclofenac,labetalol,antihypertensive activities
Diclofenac,Bisoprolol,diclofenac,bisoprolol,antihypertensive activities
Diclofenac,Carvedilol,diclofenac,carvedilol,antihypertensive activities
Diclofenac,Nebivolol,diclofenac,nebivolol,antihypertensive activities
Diclofenac,Penbutolol,diclofenac,penbutolol,antihypertensive activities
Diclofenac,Terbutaline,diclofenac,terbutaline,antihypertensive activities
Diclofenac,Propafenone,diclofenac,propafenone,antihypertensive activities
Diclofenac,Dasatinib,diclofenac,dasatinib,serum concentration
Doxazosin,Pazopanib,doxazosin,pazopanib,serum concentration
Doxazosin,Silodosin,doxazosin,silodosin,serum concentration
Doxazosin,Topotecan,doxazosin,topotecan,serum concentration
Doxazosin,Labetalol,doxazosin,labetalol,antihypertensive activities
Doxazosin,Tamsulosin,doxazosin,tamsulosin,antihypertensive activities
Doxazosin,Carvedilol,doxazosin,carvedilol,antihypertensive activities
Doxazosin,Terazosin,doxazosin,terazosin,antihypertensive activities
Doxazosin,Flupentixol,doxazosin,flupentixol,antihypertensive activities
Doxazosin,Trazodone,doxazosin,trazodone,antihypertensive activities
Doxazosin,Trifluoperazine,doxazosin,trifluoperazine,antihypertensive activities
Doxazosin,Quetiapine,doxazosin,quetiapine,antihypertensive activities
Doxazosin,Zuclopenthixol,doxazosin,zuclopenthixol,antihypertensive activities
Doxazosin,Escitalopram,doxazosin,escitalopram,antihypertensive activities
Doxazosin,Verapamil,doxazosin,verapamil,antihypertensive activities
Doxazosin,Pizotifen,doxazosin,pizotifen,antihypertensive activities
Doxazosin,Bosutinib,doxazosin,bosutinib,serum concentration
Doxazosin,Doxorubicin,doxazosin,doxorubicin,serum concentration
Doxazosin,Acemetacin,doxazosin,acemetacin,therapeutic efficacy
Doxazosin,Gemfibrozil,doxazosin,gemfibrozil,metabolism
Doxazosin,Paroxetine,doxazosin,paroxetine,metabolism
Doxazosin,Terbinafine,doxazosin,terbinafine,metabolism
Doxazosin,Amiodarone,doxazosin,amiodarone,metabolism
Doxazosin,Bupropion,doxazosin,bupropion,metabolism
Doxazosin,Lopinavir,doxazosin,lopinavir,metabolism
Doxazosin,Midostaurin,doxazosin,midostaurin,metabolism
Doxazosin,Rifampicin,doxazosin,rifampicin,metabolism
Doxazosin,Lacidipine,doxazosin,lacidipine,hypotensive activities
Doxazosin,Everolimus,doxazosin,everolimus,serum concentration
Doxazosin,Bisoprolol,doxazosin,bisoprolol,orthostatic hypotensive activities
Doxazosin,Nebivolol,doxazosin,nebivolol,orthostatic hypotensive activities
Doxazosin,Penbutolol,doxazosin,penbutolol,orthostatic hypotensive activities
Doxazosin,Terbutaline,doxazosin,terbutaline,orthostatic hypotensive activities
Doxazosin,Propafenone,doxazosin,propafenone,orthostatic hypotensive activities
Doxazosin,Desipramine,doxazosin,desipramine,orthostatic hypotensive activities
Doxazosin,Amifostine,doxazosin,amifostine,hypotensive activities
Doxazosin,Tadalafil,doxazosin,tadalafil,hypotensive activities
Doxazosin,Vardenafil,doxazosin,vardenafil,hypotensive activities
Doxazosin,Udenafil,doxazosin,udenafil,hypotensive activities
Doxazosin,Avanafil,doxazosin,avanafil,hypotensive activities
Doxazosin,Dipyridamole,doxazosin,dipyridamole,hypotensive activities
Doxazosin,Colchicine,doxazosin,colchicine,serum concentration
Doxazosin,Dabigatran etexilate,doxazosin,dabigatran etexilate,serum concentration of active metabolites
Doxazosin,Ledipasvir,doxazosin,ledipasvir,serum concentration
Doxazosin,Amphotericin B,doxazosin,amphotericin b,risk or severity of adverse effects
Doxazosin,Iloprost,doxazosin,iloprost,risk or severity of adverse effects
Doxazosin,Isoflurane,doxazosin,isoflurane,risk or severity of adverse effects
Doxazosin,Levobupivacaine,doxazosin,levobupivacaine,risk or severity of adverse effects
Doxazosin,Levosimendan,doxazosin,levosimendan,risk or severity of adverse effects
Doxazosin,Propofol,doxazosin,propofol,risk or severity of adverse effects
Doxazosin,Remifentanil,doxazosin,remifentanil,risk or severity of adverse effects
Doxazosin,Sevoflurane,doxazosin,sevoflurane,risk or severity of adverse effects
Doxazosin,Thalidomide,doxazosin,thalidomide,risk or severity of adverse effects
Doxazosin,Tretinoin,doxazosin,tretinoin,risk or severity of adverse effects
Doxazosin,Furosemide,doxazosin,furosemide,risk or severity of adverse effects
Doxazosin,Mannitol,doxazosin,mannitol,risk or severity of adverse effects
Doxazosin,Isosorbide Dinitrate,doxazosin,isosorbide dinitrate,risk or severity of adverse effects
Doxazosin,Isosorbide Mononitrate,doxazosin,isosorbide mononitrate,risk or severity of adverse effects
Doxazosin,Papaverine,doxazosin,papaverine,risk or severity of adverse effects
Doxazosin,Dapagliflozin,doxazosin,dapagliflozin,risk or severity of adverse effects
Doxazosin,Empagliflozin,doxazosin,empagliflozin,risk or severity of adverse effects
Doxazosin,Diphenhydramine,doxazosin,diphenhydramine,metabolism
Doxazosin,Ketoconazole,doxazosin,ketoconazole,metabolism
Doxazosin,Sertraline,doxazosin,sertraline,metabolism
Doxazosin,Nilotinib,doxazosin,nilotinib,metabolism
Doxazosin,Mirabegron,doxazosin,mirabegron,metabolism
Doxazosin,Aripiprazole,doxazosin,aripiprazole,hypotensive activities
Doxazosin,Efavirenz,doxazosin,efavirenz,metabolism
Doxazosin,Modafinil,doxazosin,modafinil,metabolism
Doxazosin,Armodafinil,doxazosin,armodafinil,metabolism
Doxazosin,Ergotamine,doxazosin,ergotamine,vasoconstricting activities
Doxazosin,Tetryzoline,doxazosin,tetryzoline,vasoconstricting activities
Doxazosin,Rasagiline,doxazosin,rasagiline,hypotensive activities
Doxazosin,Darunavir,doxazosin,darunavir,serum concentration
Doxazosin,Thiopental,doxazosin,thiopental,hypotensive activities
Doxazosin,Levodopa,doxazosin,levodopa,orthostatic hypotensive activities
Doxazosin,Risperidone,doxazosin,risperidone,hypotensive activities
Doxazosin,Pseudoephedrine,doxazosin,pseudoephedrine,vasoconstricting activities
Doxazosin,Ephedrine,doxazosin,ephedrine,vasoconstricting activities
Doxazosin,Dobutamine,doxazosin,dobutamine,vasoconstricting activities
Doxazosin,Oxymetazoline,doxazosin,oxymetazoline,vasoconstricting activities
Doxazosin,Salmeterol,doxazosin,salmeterol,vasoconstricting activities
Doxazosin,Formoterol,doxazosin,formoterol,vasoconstricting activities
Doxazosin,Salbutamol,doxazosin,salbutamol,vasoconstricting activities
Doxazosin,Naphazoline,doxazosin,naphazoline,vasoconstricting activities
Doxazosin,Moxonidine,doxazosin,moxonidine,hypotensive activities
Doxazosin,Rilmenidine,doxazosin,rilmenidine,hypotensive activities
Doxazosin,Latanoprost,doxazosin,latanoprost,hypotensive activities
Doxazosin,Losartan,doxazosin,losartan,hypotensive activities
Doxazosin,Moexipril,doxazosin,moexipril,hypotensive activities
Doxazosin,Lisinopril,doxazosin,lisinopril,hypotensive activities
Doxazosin,Perindopril,doxazosin,perindopril,hypotensive activities
Doxazosin,Indapamide,doxazosin,indapamide,hypotensive activities
Doxazosin,Eprosartan,doxazosin,eprosartan,hypotensive activities
Doxazosin,Bimatoprost,doxazosin,bimatoprost,hypotensive activities
Doxazosin,Telmisartan,doxazosin,telmisartan,hypotensive activities
Doxazosin,Irbesartan,doxazosin,irbesartan,hypotensive activities
Doxazosin,Nitrendipine,doxazosin,nitrendipine,hypotensive activities
Doxazosin,Epoprostenol,doxazosin,epoprostenol,hypotensive activities
Doxazosin,Terlipressin,doxazosin,terlipressin,hypotensive activities
Doxazosin,Xylometazoline,doxazosin,xylometazoline,hypotensive activities
Doxazosin,Manidipine,doxazosin,manidipine,hypotensive activities
Doxazosin,Ambrisentan,doxazosin,ambrisentan,hypotensive activities
Doxazosin,Riociguat,doxazosin,riociguat,hypotensive activities
Doxazosin,Pentoxifylline,doxazosin,pentoxifylline,hypotensive activities
Doxazosin,Nifedipine,doxazosin,nifedipine,risk or severity of hypotension
Doxazosin,Benidipine,doxazosin,benidipine,risk or severity of hypotension
Doxazosin,Gabapentin,doxazosin,gabapentin,risk or severity of hypotension
Doxazosin,Pinaverium,doxazosin,pinaverium,risk or severity of hypotension
Doxazosin,Magnesium sulfate,doxazosin,magnesium sulfate,risk or severity of hypotension
Doxazosin,Nimesulide,doxazosin,nimesulide,risk or severity of hypotension
Doxazosin,Zonisamide,doxazosin,zonisamide,risk or severity of hypotension
Doxazosin,Levetiracetam,doxazosin,levetiracetam,risk or severity of hypotension
Doxazosin,Trimebutine,doxazosin,trimebutine,risk or severity of hypotension
Piperazine,Paroxetine,piperazine,paroxetine,metabolism
Piperazine,Terbinafine,piperazine,terbinafine,metabolism
Piperazine,Amiodarone,piperazine,amiodarone,metabolism
Piperazine,Bupropion,piperazine,bupropion,metabolism
Piperazine,Lopinavir,piperazine,lopinavir,metabolism
Piperazine,Midostaurin,piperazine,midostaurin,metabolism
Piperazine,Desipramine,piperazine,desipramine,metabolism
Piperazine,Diphenhydramine,piperazine,diphenhydramine,metabolism
Piperazine,Ketoconazole,piperazine,ketoconazole,metabolism
Piperazine,Sertraline,piperazine,sertraline,metabolism
Piperazine,Nilotinib,piperazine,nilotinib,metabolism
Piperazine,Mirabegron,piperazine,mirabegron,metabolism
Piperazine,Manidipine,piperazine,manidipine,metabolism
Piperazine,Darunavir,piperazine,darunavir,serum concentration
Piperazine,Nateglinide,piperazine,nateglinide,therapeutic efficacy
Piperazine,Repaglinide,piperazine,repaglinide,therapeutic efficacy
Piperazine,Glipizide,piperazine,glipizide,therapeutic efficacy
Piperazine,Gliclazide,piperazine,gliclazide,therapeutic efficacy
Piperazine,Pioglitazone,piperazine,pioglitazone,therapeutic efficacy
Piperazine,Sitagliptin,piperazine,sitagliptin,therapeutic efficacy
Piperazine,Vildagliptin,piperazine,vildagliptin,therapeutic efficacy
Piperazine,Voglibose,piperazine,voglibose,therapeutic efficacy
Piperazine,Linagliptin,piperazine,linagliptin,therapeutic efficacy
Piperazine,Empagliflozin,piperazine,empagliflozin,therapeutic efficacy
Labetalol,Rivastigmine,labetalol,rivastigmine,bradycardic activities
Labetalol,Tamsulosin,labetalol,tamsulosin,antihypertensive activities
Labetalol,Carvedilol,labetalol,carvedilol,antihypertensive activities
Labetalol,Terazosin,labetalol,terazosin,antihypertensive activities
Labetalol,Silodosin,labetalol,silodosin,antihypertensive activities
Labetalol,Flupentixol,labetalol,flupentixol,antihypertensive activities
Labetalol,Trazodone,labetalol,trazodone,antihypertensive activities
Labetalol,Trifluoperazine,labetalol,trifluoperazine,antihypertensive activities
Labetalol,Quetiapine,labetalol,quetiapine,antihypertensive activities
Labetalol,Zuclopenthixol,labetalol,zuclopenthixol,antihypertensive activities
Labetalol,Escitalopram,labetalol,escitalopram,antihypertensive activities
Labetalol,Verapamil,labetalol,verapamil,antihypertensive activities
Labetalol,Pizotifen,labetalol,pizotifen,antihypertensive activities
Labetalol,Linezolid,labetalol,linezolid,hypertensive activities
Labetalol,Pseudoephedrine,labetalol,pseudoephedrine,atrioventricular blocking (AV block) activities
Labetalol,Oxymetazoline,labetalol,oxymetazoline,atrioventricular blocking (AV block) activities
Labetalol,Xylometazoline,labetalol,xylometazoline,atrioventricular blocking (AV block) activities
Labetalol,Naphazoline,labetalol,naphazoline,atrioventricular blocking (AV block) activities
Labetalol,Moxonidine,labetalol,moxonidine,atrioventricular blocking (AV block) activities
Labetalol,Ergotamine,labetalol,ergotamine,atrioventricular blocking (AV block) activities
Labetalol,Nifedipine,labetalol,nifedipine,risk or severity of congestive heart failure and hypotension
Labetalol,Acemetacin,labetalol,acemetacin,therapeutic efficacy
Labetalol,Paroxetine,labetalol,paroxetine,metabolism
Labetalol,Terbinafine,labetalol,terbinafine,metabolism
Labetalol,Bupropion,labetalol,bupropion,metabolism
Labetalol,Lopinavir,labetalol,lopinavir,metabolism
Labetalol,Midostaurin,labetalol,midostaurin,metabolism
Labetalol,Lacidipine,labetalol,lacidipine,hypotensive activities
Labetalol,Bisoprolol,labetalol,bisoprolol,orthostatic hypotensive activities
Labetalol,Nebivolol,labetalol,nebivolol,orthostatic hypotensive activities
Labetalol,Penbutolol,labetalol,penbutolol,orthostatic hypotensive activities
Labetalol,Terbutaline,labetalol,terbutaline,orthostatic hypotensive activities
Labetalol,Desipramine,labetalol,desipramine,orthostatic hypotensive activities
Labetalol,Amifostine,labetalol,amifostine,hypotensive activities
Labetalol,Tadalafil,labetalol,tadalafil,hypotensive activities
Labetalol,Vardenafil,labetalol,vardenafil,hypotensive activities
Labetalol,Udenafil,labetalol,udenafil,hypotensive activities
Labetalol,Avanafil,labetalol,avanafil,hypotensive activities
Labetalol,Rifampicin,labetalol,rifampicin,serum concentration
Labetalol,Amiodarone,labetalol,amiodarone,therapeutic efficacy
Labetalol,Dipyridamole,labetalol,dipyridamole,bradycardic activities
Labetalol,Fingolimod,labetalol,fingolimod,bradycardic activities
Labetalol,Mepivacaine,labetalol,mepivacaine,serum concentration
Labetalol,Propafenone,labetalol,propafenone,serum concentration
Labetalol,Regorafenib,labetalol,regorafenib,bradycardic activities
Labetalol,Donepezil,labetalol,donepezil,bradycardic activities
Labetalol,Neostigmine,labetalol,neostigmine,bradycardic activities
Labetalol,Memantine,labetalol,memantine,bradycardic activities
Labetalol,Metoclopramide,labetalol,metoclopramide,bradycardic activities
Labetalol,Ivabradine,labetalol,ivabradine,bradycardic activities
Labetalol,Lacosamide,labetalol,lacosamide,atrioventricular blocking (AV block) activities
Labetalol,Amphotericin B,labetalol,amphotericin b,risk or severity of adverse effects
Labetalol,Iloprost,labetalol,iloprost,risk or severity of adverse effects
Labetalol,Isoflurane,labetalol,isoflurane,risk or severity of adverse effects
Labetalol,Levobupivacaine,labetalol,levobupivacaine,risk or severity of adverse effects
Labetalol,Levosimendan,labetalol,levosimendan,risk or severity of adverse effects
Labetalol,Propofol,labetalol,propofol,risk or severity of adverse effects
Labetalol,Sevoflurane,labetalol,sevoflurane,risk or severity of adverse effects
Labetalol,Thalidomide,labetalol,thalidomide,risk or severity of adverse effects
Labetalol,Tretinoin,labetalol,tretinoin,risk or severity of adverse effects
Labetalol,Furosemide,labetalol,furosemide,risk or severity of adverse effects
Labetalol,Mannitol,labetalol,mannitol,risk or severity of adverse effects
Labetalol,Isosorbide Dinitrate,labetalol,isosorbide dinitrate,risk or severity of adverse effects
Labetalol,Isosorbide Mononitrate,labetalol,isosorbide mononitrate,risk or severity of adverse effects
Labetalol,Papaverine,labetalol,papaverine,risk or severity of adverse effects
Labetalol,Dapagliflozin,labetalol,dapagliflozin,risk or severity of adverse effects
Labetalol,Empagliflozin,labetalol,empagliflozin,risk or severity of adverse effects
Labetalol,Diphenhydramine,labetalol,diphenhydramine,metabolism
Labetalol,Ketoconazole,labetalol,ketoconazole,metabolism
Labetalol,Sertraline,labetalol,sertraline,metabolism
Labetalol,Nilotinib,labetalol,nilotinib,metabolism
Labetalol,Mirabegron,labetalol,mirabegron,metabolism
Labetalol,Aripiprazole,labetalol,aripiprazole,hypotensive activities
Labetalol,Fentanyl,labetalol,fentanyl,bradycardic activities
Labetalol,Remifentanil,labetalol,remifentanil,bradycardic activities
Labetalol,Rasagiline,labetalol,rasagiline,hypotensive activities
Labetalol,Darunavir,labetalol,darunavir,serum concentration
Labetalol,Levodopa,labetalol,levodopa,orthostatic hypotensive activities
Labetalol,Risperidone,labetalol,risperidone,hypotensive activities
Labetalol,Dobutamine,labetalol,dobutamine,risk or severity of adverse effects
Labetalol,Dopamine,labetalol,dopamine,risk or severity of adverse effects
Labetalol,Ephedrine,labetalol,ephedrine,risk or severity of adverse effects
Labetalol,Tetryzoline,labetalol,tetryzoline,risk or severity of adverse effects
Labetalol,Thiopental,labetalol,thiopental,serum concentration
Labetalol,Salmeterol,labetalol,salmeterol,vasoconstricting activities
Labetalol,Formoterol,labetalol,formoterol,vasoconstricting activities
Labetalol,Salbutamol,labetalol,salbutamol,vasoconstricting activities
Labetalol,Rilmenidine,labetalol,rilmenidine,hypotensive activities
Labetalol,Latanoprost,labetalol,latanoprost,hypotensive activities
Labetalol,Losartan,labetalol,losartan,hypotensive activities
Labetalol,Moexipril,labetalol,moexipril,hypotensive activities
Labetalol,Lisinopril,labetalol,lisinopril,hypotensive activities
Labetalol,Perindopril,labetalol,perindopril,hypotensive activities
Labetalol,Indapamide,labetalol,indapamide,hypotensive activities
Labetalol,Eprosartan,labetalol,eprosartan,hypotensive activities
Labetalol,Bimatoprost,labetalol,bimatoprost,hypotensive activities
Labetalol,Telmisartan,labetalol,telmisartan,hypotensive activities
Labetalol,Irbesartan,labetalol,irbesartan,hypotensive activities
Labetalol,Nitrendipine,labetalol,nitrendipine,hypotensive activities
Labetalol,Epoprostenol,labetalol,epoprostenol,hypotensive activities
Labetalol,Terlipressin,labetalol,terlipressin,hypotensive activities
Labetalol,Manidipine,labetalol,manidipine,hypotensive activities
Labetalol,Ambrisentan,labetalol,ambrisentan,hypotensive activities
Labetalol,Riociguat,labetalol,riociguat,hypotensive activities
Labetalol,Pentoxifylline,labetalol,pentoxifylline,hypotensive activities
Labetalol,Benidipine,labetalol,benidipine,risk or severity of hypotension
Labetalol,Gabapentin,labetalol,gabapentin,risk or severity of hypotension
Labetalol,Pinaverium,labetalol,pinaverium,risk or severity of hypotension
Labetalol,Magnesium sulfate,labetalol,magnesium sulfate,risk or severity of hypotension
Labetalol,Nimesulide,labetalol,nimesulide,risk or severity of hypotension
Labetalol,Zonisamide,labetalol,zonisamide,risk or severity of hypotension
Labetalol,Levetiracetam,labetalol,levetiracetam,risk or severity of hypotension
Labetalol,Trimebutine,labetalol,trimebutine,risk or severity of hypotension
Labetalol,Pilocarpine,labetalol,pilocarpine,risk or severity of adverse effects
Labetalol,Varenicline,labetalol,varenicline,risk or severity of adverse effects
Labetalol,Flurbiprofen,labetalol,flurbiprofen,antihypertensive activities
Labetalol,Nepafenac,labetalol,nepafenac,antihypertensive activities
Labetalol,Etodolac,labetalol,etodolac,antihypertensive activities
Labetalol,Olopatadine,labetalol,olopatadine,antihypertensive activities
Labetalol,Mefenamic acid,labetalol,mefenamic acid,antihypertensive activities
Labetalol,Naproxen,labetalol,naproxen,antihypertensive activities
Labetalol,Meloxicam,labetalol,meloxicam,antihypertensive activities
Labetalol,Diflunisal,labetalol,diflunisal,antihypertensive activities
Labetalol,Ketoprofen,labetalol,ketoprofen,antihypertensive activities
Labetalol,Mycophenolic acid,labetalol,mycophenolic acid,antihypertensive activities
Labetalol,Ibuprofen,labetalol,ibuprofen,antihypertensive activities
Labetalol,Leflunomide,labetalol,leflunomide,antihypertensive activities
Labetalol,Tiaprofenic acid,labetalol,tiaprofenic acid,antihypertensive activities
Labetalol,Apremilast,labetalol,apremilast,antihypertensive activities
Labetalol,Lornoxicam,labetalol,lornoxicam,antihypertensive activities
Labetalol,Aceclofenac,labetalol,aceclofenac,antihypertensive activities
Labetalol,Etofenamate,labetalol,etofenamate,antihypertensive activities
Labetalol,Benzydamine,labetalol,benzydamine,antihypertensive activities
Labetalol,Glipizide,labetalol,glipizide,hypoglycemic activities
Labetalol,Gliclazide,labetalol,gliclazide,hypoglycemic activities
Thiopental,Simvastatin,thiopental,simvastatin,serum concentration
Thiopental,Rosuvastatin,thiopental,rosuvastatin,serum concentration
Thiopental,Ergotamine,thiopental,ergotamine,risk or severity of adverse effects
Thiopental,Thalidomide,thiopental,thalidomide,central nervous system depressant (CNS depressant) activities
Thiopental,Atorvastatin,thiopental,atorvastatin,risk or severity of adverse effects
Thiopental,Mianserin,thiopental,mianserin,central nervous system depressant (CNS depressant) activities
Thiopental,Bosutinib,thiopental,bosutinib,serum concentration
Thiopental,Somatostatin,thiopental,somatostatin,risk or severity of adverse effects
Thiopental,Ibrutinib,thiopental,ibrutinib,serum concentration
Thiopental,Tolvaptan,thiopental,tolvaptan,serum concentration
Thiopental,Estradiol,thiopental,estradiol,therapeutic efficacy
Thiopental,Dienogest,thiopental,dienogest,therapeutic efficacy
Thiopental,Norgestrel,thiopental,norgestrel,therapeutic efficacy
Thiopental,Desipramine,thiopental,desipramine,metabolism
Thiopental,Tianeptine,thiopental,tianeptine,metabolism
Thiopental,Warfarin,thiopental,warfarin,metabolism
Thiopental,Buprenorphine,thiopental,buprenorphine,central nervous system depressant (CNS depressant) activities
Thiopental,Magnesium sulfate,thiopental,magnesium sulfate,therapeutic efficacy
Thiopental,Trifluoperazine,thiopental,trifluoperazine,risk or severity of adverse effects
Thiopental,Orlistat,thiopental,orlistat,serum concentration
Thiopental,Aminophylline,thiopental,aminophylline,therapeutic efficacy
Thiopental,Indapamide,thiopental,indapamide,orthostatic hypotensive activities
Thiopental,Midazolam,thiopental,midazolam,risk or severity of adverse effects
Thiopental,Risperidone,thiopental,risperidone,risk or severity of adverse effects
Thiopental,Isoflurane,thiopental,isoflurane,risk or severity of adverse effects
Thiopental,Fentanyl,thiopental,fentanyl,risk or severity of adverse effects
Thiopental,Propofol,thiopental,propofol,risk or severity of adverse effects
Thiopental,Diazepam,thiopental,diazepam,risk or severity of adverse effects
Thiopental,Flupentixol,thiopental,flupentixol,risk or severity of adverse effects
Thiopental,Remifentanil,thiopental,remifentanil,risk or severity of adverse effects
Thiopental,Gabapentin,thiopental,gabapentin,risk or severity of adverse effects
Thiopental,Diphenhydramine,thiopental,diphenhydramine,risk or severity of adverse effects
Thiopental,Quetiapine,thiopental,quetiapine,risk or severity of adverse effects
Thiopental,Sevoflurane,thiopental,sevoflurane,risk or severity of adverse effects
Thiopental,Aripiprazole,thiopental,aripiprazole,risk or severity of adverse effects
Thiopental,Nitrazepam,thiopental,nitrazepam,risk or severity of adverse effects
Thiopental,Zuclopenthixol,thiopental,zuclopenthixol,risk or severity of adverse effects
Thiopental,Efavirenz,thiopental,efavirenz,risk or severity of adverse effects
Thiopental,Olopatadine,thiopental,olopatadine,risk or severity of adverse effects
Thiopental,Zonisamide,thiopental,zonisamide,risk or severity of adverse effects
Thiopental,Fexofenadine,thiopental,fexofenadine,risk or severity of adverse effects
Thiopental,Desloratadine,thiopental,desloratadine,risk or severity of adverse effects
Thiopental,Ramelteon,thiopental,ramelteon,risk or severity of adverse effects
Thiopental,Vigabatrin,thiopental,vigabatrin,risk or severity of adverse effects
Thiopental,Levetiracetam,thiopental,levetiracetam,risk or severity of adverse effects
Thiopental,Pizotifen,thiopental,pizotifen,risk or severity of adverse effects
Thiopental,Levocetirizine,thiopental,levocetirizine,risk or severity of adverse effects
Thiopental,Pomalidomide,thiopental,pomalidomide,risk or severity of adverse effects
Thiopental,Trazodone,thiopental,trazodone,risk or severity of adverse effects
Thiopental,Prilocaine,thiopental,prilocaine,risk or severity of adverse effects
Thiopental,Ondansetron,thiopental,ondansetron,risk or severity of adverse effects
Thiopental,Mepivacaine,thiopental,mepivacaine,risk or severity of adverse effects
Thiopental,Levobupivacaine,thiopental,levobupivacaine,risk or severity of adverse effects
Thiopental,Melatonin,thiopental,melatonin,risk or severity of adverse effects
Thiopental,Sertindole,thiopental,sertindole,risk or severity of adverse effects
Thiopental,Amisulpride,thiopental,amisulpride,risk or severity of adverse effects
Thiopental,Agomelatine,thiopental,agomelatine,risk or severity of adverse effects
Thiopental,Amifostine,thiopental,amifostine,hypotensive activities
Thiopental,Amiodarone,thiopental,amiodarone,hypotensive activities
Thiopental,Amphotericin B,thiopental,amphotericin b,hypotensive activities
Thiopental,Epoprostenol,thiopental,epoprostenol,hypotensive activities
Thiopental,Iloprost,thiopental,iloprost,hypotensive activities
Thiopental,Levodopa,thiopental,levodopa,hypotensive activities
Thiopental,Levosimendan,thiopental,levosimendan,hypotensive activities
Thiopental,Moxonidine,thiopental,moxonidine,hypotensive activities
Thiopental,Rasagiline,thiopental,rasagiline,hypotensive activities
Thiopental,Tamsulosin,thiopental,tamsulosin,hypotensive activities
Thiopental,Tretinoin,thiopental,tretinoin,hypotensive activities
Thiopental,Losartan,thiopental,losartan,hypotensive activities
Thiopental,Moexipril,thiopental,moexipril,hypotensive activities
Thiopental,Furosemide,thiopental,furosemide,hypotensive activities
Thiopental,Lisinopril,thiopental,lisinopril,hypotensive activities
Thiopental,Mannitol,thiopental,mannitol,hypotensive activities
Thiopental,Perindopril,thiopental,perindopril,hypotensive activities
Thiopental,Eprosartan,thiopental,eprosartan,hypotensive activities
Thiopental,Isosorbide Dinitrate,thiopental,isosorbide dinitrate,hypotensive activities
Thiopental,Telmisartan,thiopental,telmisartan,hypotensive activities
Thiopental,Dipyridamole,thiopental,dipyridamole,hypotensive activities
Thiopental,Isosorbide Mononitrate,thiopental,isosorbide mononitrate,hypotensive activities
Thiopental,Irbesartan,thiopental,irbesartan,hypotensive activities
Thiopental,Papaverine,thiopental,papaverine,hypotensive activities
Thiopental,Terazosin,thiopental,terazosin,hypotensive activities
Thiopental,Dapagliflozin,thiopental,dapagliflozin,hypotensive activities
Thiopental,Riociguat,thiopental,riociguat,hypotensive activities
Thiopental,Empagliflozin,thiopental,empagliflozin,hypotensive activities
Thiopental,Bisoprolol,thiopental,bisoprolol,serum concentration
Thiopental,Carvedilol,thiopental,carvedilol,serum concentration
Thiopental,Nebivolol,thiopental,nebivolol,serum concentration
Thiopental,Penbutolol,thiopental,penbutolol,serum concentration
Thiopental,Terbutaline,thiopental,terbutaline,serum concentration
Thiopental,Propafenone,thiopental,propafenone,serum concentration
Thiopental,Verapamil,thiopental,verapamil,metabolism
Thiopental,Nifedipine,thiopental,nifedipine,metabolism
Thiopental,Benidipine,thiopental,benidipine,metabolism
Thiopental,Lacidipine,thiopental,lacidipine,metabolism
Thiopental,Nitrendipine,thiopental,nitrendipine,metabolism
Thiopental,Pinaverium,thiopental,pinaverium,metabolism
Thiopental,Manidipine,thiopental,manidipine,metabolism
Thiopental,Nimesulide,thiopental,nimesulide,metabolism
Thiopental,Trimebutine,thiopental,trimebutine,metabolism
Thiopental,Paroxetine,thiopental,paroxetine,risk or severity of adverse effects
Thiopental,Sertraline,thiopental,sertraline,risk or severity of adverse effects
Thiopental,Escitalopram,thiopental,escitalopram,risk or severity of adverse effects
Thiopental,Rifabutin,thiopental,rifabutin,metabolism
Thiopental,Rifampicin,thiopental,rifampicin,metabolism
Linezolid,Desipramine,linezolid,desipramine,serotonergic activities
Linezolid,Tianeptine,linezolid,tianeptine,serotonergic activities
Linezolid,Trazodone,linezolid,trazodone,serotonergic activities
Linezolid,Paroxetine,linezolid,paroxetine,serotonergic activities
Linezolid,Sertraline,linezolid,sertraline,serotonergic activities
Linezolid,Escitalopram,linezolid,escitalopram,serotonergic activities
Linezolid,Rasagiline,linezolid,rasagiline,risk or severity of adverse effects
Linezolid,Dobutamine,linezolid,dobutamine,hypertensive activities
Linezolid,Terbutaline,linezolid,terbutaline,hypertensive activities
Linezolid,Oxymetazoline,linezolid,oxymetazoline,hypertensive activities
Linezolid,Dopamine,linezolid,dopamine,hypertensive activities
Linezolid,Ephedrine,linezolid,ephedrine,hypertensive activities
Linezolid,Tetryzoline,linezolid,tetryzoline,hypertensive activities
Linezolid,Pseudoephedrine,linezolid,pseudoephedrine,hypertensive activities
Linezolid,Sumatriptan,linezolid,sumatriptan,risk or severity of adverse effects
Linezolid,Ergotamine,linezolid,ergotamine,risk or severity of adverse effects
Linezolid,Fentanyl,linezolid,fentanyl,risk or severity of adverse effects
Linezolid,Rizatriptan,linezolid,rizatriptan,risk or severity of adverse effects
Linezolid,Frovatriptan,linezolid,frovatriptan,risk or severity of adverse effects
Linezolid,Metoclopramide,linezolid,metoclopramide,risk or severity of adverse effects
Linezolid,Granisetron,linezolid,granisetron,serotonergic activities
Linezolid,Ondansetron,linezolid,ondansetron,serotonergic activities
Linezolid,Tropisetron,linezolid,tropisetron,serotonergic activities
Linezolid,Risperidone,linezolid,risperidone,risk or severity of adverse effects
